n_steps,scenario_id,score_drop,score_nw,score_paraphrase,score_rename,score_w,success_nw,success_w,task
5,tool_session_0021,1.1530228334711037,0.9866251067173272,1.1167542240287571,1.1233219406475707,1.1233219406475707,1.0,0.6,tool_selection
5,tool_session_0022,1.1446815792145522,0.9702988928731612,1.0136677484698904,1.0796703831061447,1.0796703831061447,1.0,0.8,tool_selection
5,tool_session_0023,1.1786825826650158,1.086211791861595,1.1660064153222556,1.1314741278392098,1.1314741278392098,1.0,0.6,tool_selection
5,tool_session_0024,1.1322924727909376,1.0706415842543149,1.0524614020357608,1.145716759706136,1.145716759706136,1.0,0.8,tool_selection
5,tool_session_0025,1.1288951290001288,1.065287081150296,1.0144411149036516,1.1609292204661803,1.1609292204661803,1.0,0.8,tool_selection
5,tool_session_0026,1.1052104428482175,1.0001649194111573,1.0838395578753195,1.0504497936993251,1.0504497936993251,1.0,0.6,tool_selection
5,tool_session_0027,1.1895473196642092,0.9636044414310376,1.1066166529650125,1.1770742562995842,1.1770742562995842,1.0,0.4,tool_selection
5,tool_session_0028,1.1378400381955052,1.079038716212481,1.133735113584077,1.133735113584077,1.133735113584077,1.0,0.4,tool_selection
5,tool_session_0029,1.1892550368908774,1.018348189258061,1.0399036277347722,1.0934233647098819,1.0934233647098819,1.0,0.8,tool_selection
5,tool_session_0030,1.114975424002575,1.014425333466179,1.1224223764150123,1.131863120675446,1.131863120675446,1.0,0.6,tool_selection
5,tool_session_0031,1.0908298955506757,1.0095941822350512,1.1276896829552832,1.2024768579173268,1.2024768579173268,1.0,0.4,tool_selection
5,tool_session_0032,1.0503103407298056,1.0014742501890805,1.0385988340044243,1.1101472814364517,1.1101472814364517,1.0,0.8,tool_selection
5,tool_session_0033,0.9876008485796984,1.069890729484578,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.4,tool_selection
5,tool_session_0034,1.1096353201735227,1.0345601447217017,1.0659370342570451,1.1096353201735227,1.1096353201735227,1.0,0.8,tool_selection
5,tool_session_0035,1.1574146908639038,1.036920912624971,1.1251206858018656,1.0955194596781652,1.0955194596781652,1.0,0.8,tool_selection
5,tool_session_0036,1.089087855040919,1.068572604238399,1.1120058740085172,1.1061666509972414,1.1061666509972414,1.0,0.8,tool_selection
5,tool_session_0037,1.1014433903616638,1.0553750883264779,1.1488497851058868,1.1066796168449706,1.1066796168449706,1.0,0.8,tool_selection
5,tool_session_0038,1.1446815792145522,0.9742570372607655,1.166574510475503,1.166574510475503,1.166574510475503,1.0,0.4,tool_selection
5,tool_session_0039,1.1429547743012205,1.036808813705095,1.1341103223470597,1.1378269024686491,1.1378269024686491,1.0,0.6,tool_selection
5,tool_session_0040,1.159723920948736,1.0666438294688205,1.1425092680076676,1.1867246185792246,1.1867246185792246,1.0,0.6,tool_selection
5,tool_session_0041,1.1014433903616638,0.9969208500819009,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0042,0.9716915178153425,0.9750760298932508,0.9582787040687043,1.1115656098219162,1.1115656098219162,1.0,0.8,tool_selection
5,tool_session_0043,0.9720189449358774,1.004194619705139,1.0624839444904988,1.004194619705139,1.004194619705139,1.0,1.0,tool_selection
5,tool_session_0044,1.175530313177964,1.06286924480649,1.0423647970934367,1.105231856563936,1.105231856563936,1.0,0.8,tool_selection
5,tool_session_0045,1.1487940191964585,1.0838428213787317,1.0650826360970618,1.1424982983848397,1.1424982983848397,1.0,0.8,tool_selection
5,tool_session_0046,1.0935073779733138,1.0682746805726029,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.4,tool_selection
5,tool_session_0047,1.0267532722200978,1.0764591504882077,1.083205435104809,1.0764591504882077,1.0764591504882077,1.0,1.0,tool_selection
5,tool_session_0048,1.0489573236783758,1.0526895019224793,1.0700333979808074,1.0366860286586403,1.0366860286586403,1.0,0.8,tool_selection
5,tool_session_0049,1.1014433903616638,1.087659853308923,1.0775825951401354,1.162735028760744,1.162735028760744,1.0,0.8,tool_selection
5,tool_session_0050,1.1356330385723268,1.0733140368794263,1.0737606709143654,1.1319695138855341,1.1319695138855341,1.0,0.6,tool_selection
5,tool_session_0051,0.9591609111976643,1.0103201493512415,1.1042931635014226,1.0748643113725094,1.0748643113725094,1.0,0.8,tool_selection
5,tool_session_0052,1.12593601961298,0.9901698966898902,1.14063159716377,1.14063159716377,1.14063159716377,1.0,0.6,tool_selection
5,tool_session_0053,1.0645206919378702,1.00073657099594,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0054,1.1014433903616638,0.9955126899007907,1.1250710813159703,1.0705878653526115,1.0705878653526115,1.0,0.8,tool_selection
5,tool_session_0055,1.0935073779733138,1.0854011718243102,1.101626493487845,1.160476347276131,1.160476347276131,1.0,0.8,tool_selection
5,tool_session_0056,1.1467483852194318,1.0240796077293515,1.0447933300492185,1.1751457818075988,1.1751457818075988,1.0,0.6,tool_selection
5,tool_session_0057,1.0393452606424267,1.0183179863996834,0.983499820026449,1.0183179863996834,1.0183179863996834,1.0,1.0,tool_selection
5,tool_session_0058,1.0381976218513465,0.9844743026383082,1.0741637764539098,1.1189265388803127,1.1189265388803127,1.0,0.8,tool_selection
5,tool_session_0059,1.1254688322749413,1.0211893766567564,1.096628712390825,1.0962645521085772,1.0962645521085772,1.0,0.8,tool_selection
5,tool_session_0060,1.12593601961298,0.9920047632430865,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.4,tool_selection
5,tool_session_0061,1.0151435811175284,1.0169314381786134,1.1087072416271586,1.1166525125666547,1.1166525125666547,1.0,0.8,tool_selection
5,tool_session_0062,1.0524581318590311,1.0578430973030652,1.064070901715078,1.0774358011330587,1.0774358011330587,1.0,0.8,tool_selection
5,tool_session_0063,1.0545787329658218,1.0175331810537462,1.0516351530813286,1.0671260694003304,1.0671260694003304,1.0,0.8,tool_selection
5,tool_session_0064,1.127614537171502,1.0409563224470335,1.0132550105121685,1.0668992357587666,1.0668992357587666,1.0,0.8,tool_selection
5,tool_session_0065,0.9901324264735425,0.9901324264735425,1.0190855381426722,0.9901324264735425,0.9901324264735425,1.0,1.0,tool_selection
5,tool_session_0066,1.1720477432907406,1.0590565395660752,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0067,1.12593601961298,0.9784241154993811,1.065556421711949,1.065556421711949,1.065556421711949,1.0,0.8,tool_selection
5,tool_session_0068,1.1094029721046346,0.9969190604482675,1.026675303285812,1.14944166180109,1.14944166180109,1.0,0.8,tool_selection
5,tool_session_0069,1.0850453149950114,1.0137557447340542,1.091499335023682,1.091499335023682,1.091499335023682,1.0,0.6,tool_selection
5,tool_session_0070,1.1054113965558388,0.9752657422918212,1.0642419977493243,1.142311233159688,1.142311233159688,1.0,0.6,tool_selection
5,tool_session_0071,1.0935073779733138,1.0331319322501873,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.6,tool_selection
5,tool_session_0072,1.0667342198605798,1.0667342198605798,1.0586904936729322,1.0667342198605798,1.0667342198605798,1.0,1.0,tool_selection
5,tool_session_0073,1.008432527891263,1.0291294191135274,1.0287105004841037,1.0978451449266158,1.0978451449266158,1.0,0.8,tool_selection
5,tool_session_0074,1.1708198661731102,1.053382078963843,1.1092222334810706,1.1708198661731102,1.1708198661731102,1.0,0.6,tool_selection
5,tool_session_0075,1.0513226064866885,1.0517467012808366,1.094662769735064,1.1416998882270497,1.1416998882270497,1.0,0.8,tool_selection
5,tool_session_0076,1.0820955769912957,1.0872807883418574,1.0639851499910313,1.0820955769912957,1.0820955769912957,1.0,0.6,tool_selection
5,tool_session_0077,1.1488963595337993,0.964706501010604,1.1325188766428291,1.1001927082218423,1.1001927082218423,1.0,0.8,tool_selection
5,tool_session_0078,1.1453021474635376,1.0702288531597568,1.0932685985098678,1.1137618876867699,1.1137618876867699,1.0,0.8,tool_selection
5,tool_session_0079,1.0060761335928117,1.065734382101769,1.0534358663239107,1.1243898591078767,1.1243898591078767,1.0,0.8,tool_selection
5,tool_session_0080,0.9996634086585376,0.9943345409420685,1.023193809954503,1.023193809954503,1.023193809954503,1.0,0.8,tool_selection
5,tool_session_0081,1.09171155601051,0.974455275252148,1.0827027568847936,1.145873345650164,1.145873345650164,1.0,0.8,tool_selection
5,tool_session_0082,1.0036842620181508,1.0567814264588544,1.0651574872339171,1.0567814264588544,1.0567814264588544,1.0,1.0,tool_selection
5,tool_session_0083,1.1611807155033855,1.0583499689140559,1.0316429945064143,1.1419745870432316,1.1419745870432316,1.0,0.8,tool_selection
5,tool_session_0084,0.9996634086585376,0.9651198504311072,1.0231938099545028,1.0231938099545028,1.0231938099545028,1.0,0.8,tool_selection
5,tool_session_0085,1.1446815792145522,1.0220790945011757,1.0957881510556045,1.0807345715072834,1.0807345715072834,1.0,0.8,tool_selection
5,tool_session_0086,0.9910852861881915,1.0333072182235288,1.0434061629610083,1.0716619867450792,1.0716619867450792,1.0,0.8,tool_selection
5,tool_session_0087,1.1238014122403743,1.0706841904318047,1.2070905887212369,1.0885400663190308,1.0885400663190308,1.0,0.6,tool_selection
5,tool_session_0088,1.1472542214850927,1.0099440829146675,1.1815133891780625,1.1472542214850927,1.1472542214850927,1.0,0.4,tool_selection
5,tool_session_0089,1.0776422825365661,1.0776422825365661,1.0069292935017284,1.0776422825365661,1.0776422825365661,1.0,1.0,tool_selection
5,tool_session_0090,1.1014433903616638,1.0224632050850173,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0091,1.102409366523797,1.006282614010317,1.1057557268137093,1.1218102746924234,1.1218102746924234,1.0,0.6,tool_selection
5,tool_session_0092,1.1583646612526464,1.0353711521916629,1.14063159716377,1.14063159716377,1.14063159716377,1.0,0.6,tool_selection
5,tool_session_0093,1.0527458208475382,1.0106221984236863,1.0414604420149827,1.0106221984236863,1.0106221984236863,1.0,1.0,tool_selection
5,tool_session_0094,1.0971435267765166,1.075234991137153,1.0281273322614881,1.075234991137153,1.075234991137153,1.0,1.0,tool_selection
5,tool_session_0095,1.1393664513188198,1.0781666626455217,1.0354761191291786,1.1393664513188198,1.1393664513188198,1.0,0.8,tool_selection
5,tool_session_0096,1.0850453149950114,1.0685832975305094,1.107919033469395,1.107919033469395,1.107919033469395,1.0,0.6,tool_selection
5,tool_session_0097,1.0819903234229904,0.9989012883316946,1.093541904047467,1.0819903234229904,1.0819903234229904,1.0,0.8,tool_selection
5,tool_session_0098,1.0114259546845774,1.0562795930105948,1.0987967205817761,1.1267390351646027,1.1267390351646027,1.0,0.8,tool_selection
5,tool_session_0099,1.22230962317189,1.0792938511949255,1.0662784607936324,1.1803119399584794,1.1803119399584794,1.0,0.6,tool_selection
5,tool_session_0100,0.9763180979419622,0.9947804236700228,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0101,1.0062044782933544,0.9770523214751,1.127491499601082,1.0668436529360237,1.0668436529360237,1.0,0.8,tool_selection
5,tool_session_0102,1.0850453149950114,0.9666716155564543,1.065556421711949,1.065556421711949,1.065556421711949,1.0,0.8,tool_selection
5,tool_session_0103,1.199413907366929,0.9733333140747146,1.1101647916702773,1.1894316638631943,1.1894316638631943,1.0,0.6,tool_selection
5,tool_session_0104,1.1070159134361375,1.0059978246725834,1.0852507420918507,1.1070159134361375,1.1070159134361375,1.0,0.6,tool_selection
5,tool_session_0105,1.044975149834011,1.0202006171444948,1.1443771915682626,1.0788560941506025,1.0788560941506025,1.0,0.8,tool_selection
5,tool_session_0106,0.9097630237462706,0.9933485934598913,1.026123821340986,0.9933485934598913,0.9933485934598913,1.0,1.0,tool_selection
5,tool_session_0107,1.1014433903616638,1.0634676922275066,1.040988224430626,1.1401567010596563,1.1401567010596563,1.0,0.6,tool_selection
5,tool_session_0108,1.1755964474167415,0.9642468811995604,1.0695609287267631,1.1689980373235094,1.1689980373235094,1.0,0.4,tool_selection
5,tool_session_0109,1.0203134237231815,0.98105834500011,1.0363004798384958,0.98105834500011,0.98105834500011,1.0,1.0,tool_selection
5,tool_session_0110,1.1788892843097876,1.0081466189589343,1.098485244210267,1.2014040920562425,1.2014040920562425,1.0,0.4,tool_selection
5,tool_session_0111,1.0397626741534112,1.014704555548203,1.0772038478294133,1.139135775415665,1.139135775415665,1.0,0.8,tool_selection
5,tool_session_0112,1.065556421711949,0.9954322365589927,1.065556421711949,1.065556421711949,1.065556421711949,1.0,0.8,tool_selection
5,tool_session_0113,1.0177128917800178,1.0727784743163444,1.0570420147804707,1.136658722959866,1.136658722959866,1.0,0.8,tool_selection
5,tool_session_0114,1.1054113965558388,0.9849785189268149,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0115,1.0955364643006846,1.0204612888488636,1.0548618593791395,1.0955364643006846,1.0955364643006846,1.0,0.8,tool_selection
5,tool_session_0116,0.9158775877233644,1.0512592030079204,1.016564447013964,1.115285203295365,1.115285203295365,1.0,0.8,tool_selection
5,tool_session_0117,1.0458449963581493,0.9858491059791982,1.028436833026484,1.061403300579606,1.061403300579606,1.0,0.8,tool_selection
5,tool_session_0118,1.1173154151383637,1.082202727998364,1.133735113584077,1.133735113584077,1.133735113584077,1.0,0.4,tool_selection
5,tool_session_0119,1.0616497085882828,0.9993176008904742,1.096261114777521,1.0579730778965821,1.0579730778965821,1.0,0.8,tool_selection
5,tool_session_0120,1.0320920502982038,1.018152736927187,1.0047626366226354,1.018152736927187,1.018152736927187,1.0,1.0,tool_selection
5,tool_session_0121,1.1720477432907406,1.0693739053506015,1.173159996831857,1.1561193823829385,1.1561193823829385,1.0,0.6,tool_selection
5,tool_session_0122,1.016232614962183,1.016232614962183,1.0815430070249328,1.016232614962183,1.016232614962183,1.0,1.0,tool_selection
5,tool_session_0123,1.0584497187171276,1.0442799446896418,1.0109231592248895,1.0442799446896418,1.0442799446896418,1.0,1.0,tool_selection
5,tool_session_0124,0.8240380301078245,0.9894134473156028,1.0655564217119489,1.0655564217119489,1.0655564217119489,1.0,0.8,tool_selection
5,tool_session_0125,1.199413907366929,1.0341577765554957,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0126,1.1173154151383637,0.9740321338309833,1.1198995505605531,1.13615356960416,1.13615356960416,1.0,0.4,tool_selection
5,tool_session_0127,1.199413907366929,0.9858511593679868,1.065556421711949,1.065556421711949,1.065556421711949,1.0,0.8,tool_selection
5,tool_session_0128,1.124399667638591,0.9740754074894417,1.0884708584937357,1.1229828171385454,1.1229828171385454,1.0,0.8,tool_selection
5,tool_session_0129,1.1443909493141504,1.0857354723080426,1.071133913335498,1.1443909493141504,1.1443909493141504,1.0,0.8,tool_selection
5,tool_session_0130,1.1014433903616638,1.0793936780328044,1.0392884619951501,1.1380491550389125,1.1380491550389125,1.0,0.8,tool_selection
5,tool_session_0131,0.9706767226230941,1.0873756184376537,1.046727637187228,1.0873756184376537,1.0873756184376537,1.0,1.0,tool_selection
5,tool_session_0132,1.0645206919378702,1.0454841415128981,1.0168045117918836,1.0083016887344656,1.0083016887344656,1.0,0.8,tool_selection
5,tool_session_0133,1.0320920502982038,1.052100423671086,1.0868174219235773,1.052100423671086,1.052100423671086,1.0,1.0,tool_selection
5,tool_session_0134,1.0024639094612353,1.0024639094612353,1.0182988127796473,1.0024639094612353,1.0024639094612353,1.0,1.0,tool_selection
5,tool_session_0135,1.1014433903616638,1.046377594742839,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0136,1.1173154151383637,1.0244532183363464,1.0640046410852873,1.0244532183363464,1.0244532183363464,1.0,1.0,tool_selection
5,tool_session_0137,1.0308390374325869,1.0782202696775407,1.098268985406324,1.098268985406324,1.098268985406324,1.0,0.6,tool_selection
5,tool_session_0138,1.1406315971637697,1.0351755412539498,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0139,1.1406315971637697,0.988489392783983,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0140,1.102649169475774,1.023917277422969,1.1504072743121196,1.1413550646322361,1.1413550646322361,1.0,0.6,tool_selection
5,tool_session_0141,0.9763180979419622,1.0241785693444319,1.0655564217119489,1.0655564217119489,1.0655564217119489,1.0,0.8,tool_selection
5,tool_session_0142,1.0841481138591167,0.973475636501292,1.068789643830278,1.0841481138591167,1.0841481138591167,1.0,0.8,tool_selection
5,tool_session_0143,0.9597541909612939,1.0383071023350494,1.0529427659380857,1.1195805681998192,1.1195805681998192,1.0,0.8,tool_selection
5,tool_session_0144,1.1791426801900267,0.9833131676546181,1.0976071888953605,1.084331256418172,1.084331256418172,1.0,0.6,tool_selection
5,tool_session_0145,1.0414059805547995,0.9871713640703843,1.0426823652878885,0.9871713640703843,0.9871713640703843,1.0,1.0,tool_selection
5,tool_session_0146,1.1421073910077455,1.013557691387109,1.1352547830474427,1.1535686942795822,1.1535686942795822,1.0,0.6,tool_selection
5,tool_session_0147,1.0320920502982038,0.9675171041095432,1.065556421711949,1.065556421711949,1.065556421711949,1.0,0.8,tool_selection
5,tool_session_0148,1.070519000449179,1.053935370075283,1.010667927475479,1.053935370075283,1.053935370075283,1.0,1.0,tool_selection
5,tool_session_0149,1.0522467382031118,1.0522467382031118,0.9863214194613036,1.0522467382031118,1.0522467382031118,1.0,1.0,tool_selection
5,tool_session_0150,1.0491367232662359,0.9883400124854109,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0151,1.0858527943495968,0.9783576178452229,0.9774779609465625,1.1139334522642286,1.1139334522642286,1.0,0.8,tool_selection
5,tool_session_0152,1.1054113965558388,0.9798996099956521,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.6,tool_selection
5,tool_session_0153,1.1054113965558388,0.9749367214922231,1.107792200272344,1.107792200272344,1.107792200272344,1.0,0.6,tool_selection
5,tool_session_0154,1.1288095544378522,1.0251803786194635,1.0976456370914842,1.1002555540712844,1.1002555540712844,1.0,0.8,tool_selection
5,tool_session_0155,1.1014433903616638,0.997757261395509,1.0982689854063237,1.0982689854063237,1.0982689854063237,1.0,0.6,tool_selection
5,tool_session_0156,1.0729827549161723,1.0286379096781246,1.0818492869606107,1.0818492869606107,1.0818492869606107,1.0,0.6,tool_selection
5,tool_session_0157,1.1048344694344436,0.9667476882055004,1.0916804387208319,1.1073722216095145,1.1073722216095145,1.0,0.8,tool_selection
5,tool_session_0158,1.1662109699286616,1.0368908901703688,1.1120423338039702,1.130488945658869,1.130488945658869,1.0,0.8,tool_selection
5,tool_session_0159,1.0728634663194412,1.0728634663194412,1.0371321190366325,1.0728634663194412,1.0728634663194412,1.0,1.0,tool_selection
5,tool_session_0160,1.1288095544378522,0.9715354082704799,1.0982689854063237,1.0982689854063237,1.0982689854063237,1.0,0.6,tool_selection
5,tool_session_0161,1.0703441762176293,1.0386034212422985,1.113474739947804,1.098888933204085,1.098888933204085,1.0,0.8,tool_selection
5,tool_session_0162,1.1054113965558388,1.035633991180137,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.6,tool_selection
5,tool_session_0163,1.1720477432907406,1.0469263599003082,1.1066852448512159,1.0892889716577545,1.0892889716577545,1.0,0.8,tool_selection
5,tool_session_0164,1.1242118987180567,1.0038009587807886,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.6,tool_selection
5,tool_session_0165,1.0526166733553453,1.0177517999961312,1.0655564217119489,1.0655564217119489,1.0655564217119489,1.0,0.8,tool_selection
5,tool_session_0166,1.169999741482206,1.0501739068289386,1.1606131407877596,1.169999741482206,1.169999741482206,1.0,0.4,tool_selection
5,tool_session_0167,1.0213893147967612,1.020071757280061,1.0557628717730534,1.1319424305198609,1.1319424305198609,1.0,0.8,tool_selection
5,tool_session_0168,1.148881591832774,1.0146983585599525,1.0753388358793967,1.148881591832774,1.148881591832774,1.0,0.6,tool_selection
5,tool_session_0169,1.1242118987180567,0.9669625774103,1.1242118987180567,1.1242118987180567,1.1242118987180567,1.0,0.6,tool_selection
5,tool_session_0170,1.199413907366929,0.9826169302285177,1.1406315971637697,1.1406315971637697,1.1406315971637697,1.0,0.6,tool_selection
5,tool_session_0171,1.1523767287090032,0.9662519550747077,1.0730278276578513,1.1106910229496942,1.1106910229496942,1.0,0.6,tool_selection
5,tool_session_0172,1.1251646749604616,1.0173416727752584,1.0712857029549894,1.1235948229960422,1.1235948229960422,1.0,0.8,tool_selection
5,tool_session_0173,0.9821239952441535,0.9652755757449082,1.1530171746842321,1.1247497237917665,1.1247497237917665,1.0,0.8,tool_selection
5,tool_session_0174,1.2278766233871365,1.0826340513240733,1.1101270164573853,1.1577092267758942,1.1577092267758942,1.0,0.8,tool_selection
5,tool_session_0175,1.1014433903616638,1.0056127839909945,1.107792200272344,1.107792200272344,1.107792200272344,1.0,0.6,tool_selection
5,tool_session_0176,1.0952274482186268,1.0648579832749712,1.0861007749260394,1.0648579832749712,1.0648579832749712,1.0,1.0,tool_selection
5,tool_session_0177,1.1054113965558388,0.9791558575953921,1.1075943484303838,1.0896435245901788,1.0896435245901788,1.0,0.6,tool_selection
5,tool_session_0178,1.1064119302712208,1.0102705834145413,1.1337526141485643,1.084830410906345,1.084830410906345,1.0,0.6,tool_selection
5,tool_session_0179,1.1047874173521341,1.0322178414575591,1.1316575246910794,1.10729301690938,1.10729301690938,1.0,0.8,tool_selection
5,tool_session_0180,1.0041171048674584,1.0071606504154258,1.0420118643703953,1.0658161274215336,1.0658161274215336,1.0,0.8,tool_selection
5,tool_session_0181,1.0056184868796418,1.0638536613498206,1.1174934764574496,1.0947257735989708,1.0947257735989708,1.0,0.8,tool_selection
5,tool_session_0182,1.0234026946252968,0.9982380161806983,1.0503176591231846,1.1303390773064446,1.1303390773064446,1.0,0.8,tool_selection
5,tool_session_0183,1.1055289960991987,0.9946094230890097,1.0972626487603256,1.1055289960991987,1.1055289960991987,1.0,0.8,tool_selection
5,tool_session_0184,1.1230229978774637,1.064367520871356,1.0687366480643496,1.1230229978774637,1.1230229978774637,1.0,0.8,tool_selection
5,tool_session_0185,0.9100946694966022,0.9679585170706677,1.047516191726642,0.9679585170706677,0.9679585170706677,1.0,1.0,tool_selection
5,tool_session_0186,0.9156437061197047,1.0095239246495236,0.9675772382254394,1.0095239246495236,1.0095239246495236,1.0,1.0,tool_selection
5,tool_session_0187,1.2003734905180103,1.055317696091313,1.1353649897473368,1.183761875442081,1.183761875442081,1.0,0.6,tool_selection
5,tool_session_0188,1.0491367232662359,0.981127300136797,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0189,1.1199969892665216,1.082135213723052,1.0342582588598173,1.1407906907291596,1.1407906907291596,1.0,0.8,tool_selection
5,tool_session_0190,1.1512011138445575,0.972188235475155,1.1368116132688058,1.1512011138445575,1.1512011138445575,1.0,0.6,tool_selection
5,tool_session_0191,1.1788892843097876,1.0798370029269284,1.0874697840089753,1.1928251830293037,1.1928251830293037,1.0,0.4,tool_selection
5,tool_session_0192,1.1322820506122824,0.9861000495701724,1.0214176417353507,1.1292887235174986,1.1292887235174986,1.0,0.8,tool_selection
5,tool_session_0193,0.9763180979419622,1.0230550873141075,1.0655564217119489,1.0655564217119489,1.0655564217119489,1.0,0.6,tool_selection
5,tool_session_0194,0.9763180979419622,1.056106641372785,1.0316772785657462,1.056106641372785,1.056106641372785,1.0,1.0,tool_selection
5,tool_session_0195,1.1369336612925127,1.015572224852416,1.1465969259747388,1.133010012061683,1.133010012061683,1.0,0.6,tool_selection
5,tool_session_0196,1.0040058578495195,1.0022416038088067,1.0465874753883033,1.1187312183784852,1.1187312183784852,1.0,0.8,tool_selection
5,tool_session_0197,1.0320920502982038,1.019691239979038,1.0491367232662359,1.0491367232662359,1.0491367232662359,1.0,0.8,tool_selection
5,tool_session_0198,1.1094846300218348,1.0221549135434729,1.1253951925477668,1.1169610264409777,1.1169610264409777,1.0,0.8,tool_selection
5,tool_session_0199,1.0335271985470365,0.9817773381309326,1.1401507168431626,1.0568525135827536,1.0568525135827536,1.0,0.8,tool_selection
5,tool_session_0200,1.0320920502982038,0.9647524629993608,1.023193809954503,1.023193809954503,1.023193809954503,1.0,0.8,tool_selection
5,tool_session_0201,1.1720477432907406,1.068166618791636,1.1330356593378899,1.1866490711687214,1.1866490711687214,1.0,0.4,tool_selection
5,tool_session_0202,1.0320920502982038,1.0214063082200446,1.0728417049977566,1.0214063082200446,1.0214063082200446,1.0,1.0,tool_selection
5,tool_session_0203,1.182975450083191,0.9710025127470697,1.1487220428317353,1.1566679259912684,1.1566679259912684,1.0,0.6,tool_selection
